1743408331.017617 server started (27176): version 3.5a, socket /private/tmp/tmux-502/test, protocol 8
1743408331.017675 on Darwin 24.3.0 Darwin Kernel Version 24.3.0: Thu Jan  2 20:24:16 PST 2025; root:xnu-11215.81.4~3/RELEASE_ARM64_T6000
1743408331.017686 using libevent 2.1.12-stable select
1743408331.017699 using utf8proc 2.10.0
1743408331.017707 using ncurses 6.5 20240427
1743408331.020949 yylex_token: end at WS
1743408331.020954 yylex_token: --
1743408331.020958 yylex_token: end at WS
1743408331.020963 yylex_token: %%
1743408331.020969 cmd_parse_build_commands 0:0: bind
1743408331.020974 cmd_parse_build_commands 0:1: -N
1743408331.020978 cmd_parse_build_commands 0:2: Rename current session
1743408331.020982 cmd_parse_build_commands 0:3: $
1743408331.020987 cmd_parse_build_commands 0:4 0:0: command-prompt
1743408331.020992 cmd_parse_build_commands 0:4 0:1: -I#S
1743408331.020997 cmd_parse_build_commands 0:4 0:2 0:0: rename-session
1743408331.021002 cmd_parse_build_commands 0:4 0:2 0:1: --
1743408331.021007 cmd_parse_build_commands 0:4 0:2 0:2: %%
1743408331.021013 cmd_parse_build_commands 0:0: command-prompt
1743408331.021018 cmd_parse_build_commands 0:1: -I#S
1743408331.021022 cmd_parse_build_commands 0:2 0:0: rename-session
1743408331.021026 cmd_parse_build_commands 0:2 0:1: --
1743408331.021031 cmd_parse_build_commands 0:2 0:2: %%
1743408331.021037 cmd_parse_build_commands 0:0: rename-session
1743408331.021041 cmd_parse_build_commands 0:1: --
1743408331.021046 cmd_parse_build_commands 0:2: %%
1743408331.021052 args_parse_flags: next --
1743408331.021058 args_parse: flags end at 2 of 3
1743408331.021063 args_parse: 2 = %% (type STRING)
1743408331.021071 cmd_parse_build_commands: rename-session "%%"
1743408331.021077 args_parse_flags: next -I#S
1743408331.021083 args_parse_flag_argument: -I = #S
1743408331.021087 args_parse: flags end at 2 of 3
1743408331.021098 args_parse: 2 = rename-session "%%" (type COMMANDS)
1743408331.021108 cmd_parse_build_commands: command-prompt -I "#S" { rename-session "%%" }
1743408331.021113 args_parse_flags: next -N
1743408331.021118 args_parse_flag_argument: -N = Rename current session
1743408331.021122 args_parse_flags: next $
1743408331.021126 args_parse: flags end at 3 of 5
1743408331.021131 args_parse: 3 = $ (type STRING)
1743408331.021141 args_parse: 4 = command-prompt -I "#S" { rename-session "%%" } (type COMMANDS)
1743408331.021154 cmd_parse_build_commands: bind-key -N "Rename current session" \\$ { command-prompt -I "#S" { rename-session "%%" } }
1743408331.021162 cmdq_get_command: [bind-key/0x12be06170] group 62
1743408331.021167 cmdq_append <global>: [bind-key/0x12be06170]
1743408331.021172 yylex_token: end at WS
1743408331.021177 yylex_token: bind
1743408331.021182 yylex_token: end at WS
1743408331.021196 yylex_token: -N
1743408331.021202 yylex_token: end at WS
1743408331.021207 yylex_token: Split window horizontally
1743408331.021211 yylex_get_word: %
1743408331.021216 yylex_token: end at WS
1743408331.021219 yylex_token: split-window
1743408331.021222 yylex_token: end at WS
1743408331.021226 yylex_token: -h
1743408331.021230 cmd_parse_build_commands 0:0: bind
1743408331.021233 cmd_parse_build_commands 0:1: -N
1743408331.021237 cmd_parse_build_commands 0:2: Split window horizontally
1743408331.021240 cmd_parse_build_commands 0:3: %
1743408331.021244 cmd_parse_build_commands 0:4 0:0: split-window
1743408331.021247 cmd_parse_build_commands 0:4 0:1: -h
1743408331.021253 cmd_parse_build_commands 0:0: split-window
1743408331.021256 cmd_parse_build_commands 0:1: -h
1743408331.021261 args_parse_flags: next -h
1743408331.021267 args_parse_flags: -h
1743408331.021271 args_parse: flags end at 2 of 2
1743408331.021277 cmd_parse_build_commands: split-window -h
1743408331.021283 args_parse_flags: next -N
1743408331.021287 args_parse_flag_argument: -N = Split window horizontally
1743408331.021290 args_parse_flags: next %
1743408331.021294 args_parse: flags end at 3 of 5
1743408331.021297 args_parse: 3 = % (type STRING)
1743408331.021302 args_parse: 4 = split-window -h (type COMMANDS)
1743408331.021313 cmd_parse_build_commands: bind-key -N "Split window horizontally" \\% { split-window -h }
1743408331.021319 cmdq_get_command: [bind-key/0x12be065d0] group 74
1743408331.021323 cmdq_append <global>: [bind-key/0x12be065d0]
1743408331.021327 yylex_token: end at WS
1743408331.021330 yylex_token: bind
1743408331.021333 yylex_token: end at WS
1743408331.021336 yylex_token: -N
1743408331.021340 yylex_token: end at WS
1743408331.021344 yylex_token: Kill current window
1743408331.021347 yylex_token: end at WS
1743408331.021350 yylex_token: &
1743408331.021354 yylex_token: end at WS
1743408331.021357 yylex_token: confirm-before
1743408331.021362 yylex_token: end at WS
1743408331.021365 yylex_token: -pkill-window #W? (y/n)
1743408331.021369 yylex_token: end at WS
1743408331.021372 yylex_token: kill-window
1743408331.021377 cmd_parse_build_commands 0:0: bind
1743408331.021380 cmd_parse_build_commands 0:1: -N
1743408331.021384 cmd_parse_build_commands 0:2: Kill current window
1743408331.021387 cmd_parse_build_commands 0:3: &
1743408331.021391 cmd_parse_build_commands 0:4 0:0: confirm-before
1743408331.021395 cmd_parse_build_commands 0:4 0:1: -pkill-window #W? (y/n)
1743408331.021398 cmd_parse_build_commands 0:4 0:2: kill-window
1743408331.021403 cmd_parse_build_commands 0:0: confirm-before
1743408331.021407 cmd_parse_build_commands 0:1: -pkill-window #W? (y/n)
1743408331.021410 cmd_parse_build_commands 0:2: kill-window
1743408331.021415 args_parse_flags: next -pkill-window #W? (y/n)
1743408331.021418 args_parse_flag_argument: -p = kill-window #W? (y/n)
1743408331.021422 args_parse_flags: next kill-window
1743408331.021425 args_parse: flags end at 2 of 3
1743408331.021429 args_parse: 2 = kill-window (type STRING)
1743408331.021437 cmd_parse_build_commands: confirm-before -p "kill-window #W? (y/n)" kill-window
1743408331.021441 args_parse_flags: next -N
1743408331.021444 args_parse_flag_argument: -N = Kill current window
1743408331.021448 args_parse_flags: next &
1743408331.021451 args_parse: flags end at 3 of 5
1743408331.021454 args_parse: 3 = & (type STRING)
1743408331.021462 args_parse: 4 = confirm-before -p "kill-window #W? (y/n)" kill-window (type COMMANDS)
1743408331.021474 cmd_parse_build_commands: bind-key -N "Kill current window" & { confirm-before -p "kill-window #W? (y/n)" kill-window }
1743408331.021480 cmdq_get_command: [bind-key/0x12be06cf0] group 82
1743408331.021483 cmdq_append <global>: [bind-key/0x12be06cf0]
1743408331.021487 yylex_token: end at WS
1743408331.021490 yylex_token: bind
1743408331.021494 yylex_token: end at WS
1743408331.021497 yylex_token: -N
1743408331.021502 yylex_token: end at WS
1743408331.021505 yylex_token: Prompt for window index to select
1743408331.021509 yylex_token: end at WS
1743408331.021522 yylex_token: '
1743408331.021526 yylex_token: end at WS
1743408331.021529 yylex_token: command-prompt
1743408331.021533 yylex_token: end at WS
1743408331.021536 yylex_token: -T
1743408331.021540 yylex_token: end at WS
1743408331.021543 yylex_token: window-target
1743408331.021546 yylex_token: end at WS
1743408331.021550 yylex_token: -pindex
1743408331.021554 yylex_token: end at WS
1743408331.021557 yylex_token: select-window
1743408331.021560 yylex_token: end at WS
1743408331.021563 yylex_token: -t
1743408331.021567 yylex_token: end at WS
1743408331.021570 yylex_token: :%%
1743408331.021574 cmd_parse_build_commands 0:0: bind
1743408331.021578 cmd_parse_build_commands 0:1: -N
1743408331.021581 cmd_parse_build_commands 0:2: Prompt for window index to select
1743408331.021585 cmd_parse_build_commands 0:3: '
1743408331.021588 cmd_parse_build_commands 0:4 0:0: command-prompt
1743408331.021592 cmd_parse_build_commands 0:4 0:1: -T
1743408331.021595 cmd_parse_build_commands 0:4 0:2: window-target
1743408331.021599 cmd_parse_build_commands 0:4 0:3: -pindex
1743408331.021603 cmd_parse_build_commands 0:4 0:4 0:0: select-window
1743408331.021608 cmd_parse_build_commands 0:4 0:4 0:1: -t
1743408331.021613 cmd_parse_build_commands 0:4 0:4 0:2: :%%
1743408331.021621 cmd_parse_build_commands 0:0: command-prompt
1743408331.021631 cmd_parse_build_commands 0:1: -T
1743408331.021634 cmd_parse_build_commands 0:2: window-target
1743408331.021638 cmd_parse_build_commands 0:3: -pindex
1743408331.021643 cmd_parse_build_commands 0:4 0:0: select-window
1743408331.021647 cmd_parse_build_commands 0:4 0:1: -t
1743408331.021651 cmd_parse_build_commands 0:4 0:2: :%%
1743408331.021656 cmd_parse_build_commands 0:0: select-window
1743408331.021659 cmd_parse_build_commands 0:1: -t
1743408331.021662 cmd_parse_build_commands 0:2: :%%
1743408331.021668 args_parse_flags: next -t
1743408331.021671 args_parse_flag_argument: -t = :%%
1743408331.021675 args_parse: flags end at 3 of 3
1743408331.021684 cmd_parse_build_commands: select-window -t ":%%"
1743408331.021693 args_parse_flags: next -T
1743408331.021697 args_parse_flag_argument: -T = window-target
1743408331.021701 args_parse_flags: next -pindex
1743408331.021704 args_parse_flag_argument: -p = index
1743408331.021708 args_parse: flags end at 4 of 5
1743408331.021714 args_parse: 4 = select-window -t ":%%" (type COMMANDS)
1743408331.021725 cmd_parse_build_commands: command-prompt -T window-target -p index { select-window -t ":%%" }
1743408331.021729 args_parse_flags: next -N
1743408331.021733 args_parse_flag_argument: -N = Prompt for window index to select
1743408331.021736 args_parse_flags: next '
1743408331.021739 args_parse: flags end at 3 of 5
1743408331.021743 args_parse: 3 = ' (type STRING)
1743408331.021753 args_parse: 4 = command-prompt -T window-target -p index { select-window -t ":%%" } (type COMMANDS)
1743408331.021768 cmd_parse_build_commands: bind-key -N "Prompt for window index to select" \\' { command-prompt -T window-target -p index { select-window -t ":%%" } }
1743408331.021776 cmdq_get_command: [bind-key/0x12be07490] group 90
1743408331.021785 cmdq_append <global>: [bind-key/0x12be07490]
1743408331.021791 yylex_token: end at WS
1743408331.021794 yylex_token: bind
1743408331.021797 yylex_token: end at WS
1743408331.021801 yylex_token: -N
1743408331.021805 yylex_token: end at WS
1743408331.021810 yylex_token: Switch to previous client
1743408331.021816 yylex_token: end at WS
1743408331.021823 yylex_token: (
1743408331.021830 yylex_token: end at WS
1743408331.021833 yylex_token: switch-client
1743408331.021837 yylex_token: end at WS
1743408331.021840 yylex_token: -p
1743408331.021844 cmd_parse_build_commands 0:0: bind
1743408331.021847 cmd_parse_build_commands 0:1: -N
1743408331.021851 cmd_parse_build_commands 0:2: Switch to previous client
1743408331.021854 cmd_parse_build_commands 0:3: (
1743408331.021859 cmd_parse_build_commands 0:4 0:0: switch-client
1743408331.021862 cmd_parse_build_commands 0:4 0:1: -p
1743408331.021867 cmd_parse_build_commands 0:0: switch-client
1743408331.021878 cmd_parse_build_commands 0:1: -p
1743408331.021883 args_parse_flags: next -p
1743408331.021886 args_parse_flags: -p
1743408331.021890 args_parse: flags end at 2 of 2
1743408331.021896 cmd_parse_build_commands: switch-client -p
1743408331.021900 args_parse_flags: next -N
1743408331.021904 args_parse_flag_argument: -N = Switch to previous client
1743408331.021908 args_parse_flags: next (
1743408331.021912 args_parse: flags end at 3 of 5
1743408331.021917 args_parse: 3 = ( (type STRING)
1743408331.021922 args_parse: 4 = switch-client -p (type COMMANDS)
1743408331.021933 cmd_parse_build_commands: bind-key -N "Switch to previous client" ( { switch-client -p }
1743408331.021939 cmdq_get_command: [bind-key/0x12be07620] group 102
1743408331.021942 cmdq_append <global>: [bind-key/0x12be07620]
1743408331.021946 yylex_token: end at WS
1743408331.021950 yylex_token: bind
1743408331.021953 yylex_token: end at WS
1743408331.021957 yylex_token: -N
1743408331.021961 yylex_token: end at WS
1743408331.021965 yylex_token: Switch to next client
1743408331.021968 yylex_token: end at WS
1743408331.021971 yylex_token: )
1743408331.021975 yylex_token: end at WS
1743408331.021978 yylex_token: switch-client
1743408331.021982 yylex_token: end at WS
1743408331.021985 yylex_token: -n
1743408331.021989 cmd_parse_build_commands 0:0: bind
1743408331.021992 cmd_parse_build_commands 0:1: -N
1743408331.021995 cmd_parse_build_commands 0:2: Switch to next client
1743408331.021999 cmd_parse_build_commands 0:3: )
1743408331.022002 cmd_parse_build_commands 0:4 0:0: switch-client
1743408331.022006 cmd_parse_build_commands 0:4 0:1: -n
1743408331.022011 cmd_parse_build_commands 0:0: switch-client
1743408331.022014 cmd_parse_build_commands 0:1: -n
1743408331.022020 args_parse_flags: next -n
1743408331.022023 args_parse_flags: -n
1743408331.022026 args_parse: flags end at 2 of 2
1743408331.022032 cmd_parse_build_commands: switch-client -n
1743408331.022036 args_parse_flags: next -N
1743408331.022039 args_parse_flag_argument: -N = Switch to next client
1743408331.022042 args_parse_flags: next )
1743408331.022046 args_parse: flags end at 3 of 5
1743408331.022049 args_parse: 3 = ) (type STRING)
1743408331.022054 args_parse: 4 = switch-client -n (type COMMANDS)
1743408331.022063 cmd_parse_build_commands: bind-key -N "Switch to next client" ) { switch-client -n }
1743408331.022068 cmdq_get_command: [bind-key/0x12be07cf0] group 110
1743408331.022072 cmdq_append <global>: [bind-key/0x12be07cf0]
1743408331.022076 yylex_token: end at WS
1743408331.022079 yylex_token: bind
1743408331.022082 yylex_token: end at WS
1743408331.022086 yylex_token: -N
1743408331.022090 yylex_token: end at WS
1743408331.022093 yylex_token: Rename current window
1743408331.022097 yylex_token: end at WS
1743408331.022100 yylex_token: ,
1743408331.022104 yylex_token: end at WS
1743408331.022107 yylex_token: command-prompt
1743408331.022110 yylex_token: end at WS
1743408331.022114 yylex_token: -I#W
1743408331.022117 yylex_token: end at WS
1743408331.022120 yylex_token: rename-window
1743408331.022124 yylex_token: end at WS
1743408331.022127 yylex_token: --
1743408331.022130 yylex_token: end at WS
1743408331.022133 yylex_token: %%
1743408331.022138 cmd_parse_build_commands 0:0: bind
1743408331.022141 cmd_parse_build_commands 0:1: -N
1743408331.022145 cmd_parse_build_commands 0:2: Rename current window
1743408331.022148 cmd_parse_build_commands 0:3: ,
1743408331.022152 cmd_parse_build_commands 0:4 0:0: command-prompt
1743408331.022155 cmd_parse_build_commands 0:4 0:1: -I#W
1743408331.022161 cmd_parse_build_commands 0:4 0:2 0:0: rename-window
1743408331.022165 cmd_parse_build_commands 0:4 0:2 0:1: --
1743408331.022168 cmd_parse_build_commands 0:4 0:2 0:2: %%
1743408331.022173 cmd_parse_build_commands 0:0: command-prompt
1743408331.022177 cmd_parse_build_commands 0:1: -I#W
1743408331.022181 cmd_parse_build_commands 0:2 0:0: rename-window
1743408331.022184 cmd_parse_build_commands 0:2 0:1: --
1743408331.022188 cmd_parse_build_commands 0:2 0:2: %%
1743408331.022192 cmd_parse_build_commands 0:0: rename-window
1743408331.022200 cmd_parse_build_commands 0:1: --
1743408331.022204 cmd_parse_build_commands 0:2: %%
1743408331.022209 args_parse_flags: next --
1743408331.022213 args_parse: flags end at 2 of 3
1743408331.022216 args_parse: 2 = %% (type STRING)
1743408331.022222 cmd_parse_build_commands: rename-window "%%"
1743408331.022226 args_parse_flags: next -I#W
1743408331.022230 args_parse_flag_argument: -I = #W
1743408331.022233 args_parse: flags end at 2 of 3
1743408331.022238 args_parse: 2 = rename-window "%%" (type COMMANDS)
1743408331.022246 cmd_parse_build_commands: command-prompt -I "#W" { rename-window "%%" }
1743408331.022250 args_parse_flags: next -N
1743408331.022254 args_parse_flag_argument: -N = Rename current window
1743408331.022257 args_parse_flags: next ,
1743408331.022260 args_parse: flags end at 3 of 5
1743408331.022264 args_parse: 3 = , (type STRING)
1743408331.022271 args_parse: 4 = command-prompt -I "#W" { rename-window "%%" } (type COMMANDS)
1743408331.022283 cmd_parse_build_commands: bind-key -N "Rename current window" , { command-prompt -I "#W" { rename-window "%%" } }
1743408331.022289 cmdq_get_command: [bind-key/0x12be07990] group 118
1743408331.022292 cmdq_append <global>: [bind-key/0x12be07990]
1743408331.022296 yylex_token: end at WS
1743408331.022299 yylex_token: bind
1743408331.022302 yylex_token: end at WS
1743408331.022306 yylex_token: -N
1743408331.022311 yylex_token: end at WS
1743408331.022314 yylex_token: Delete the most recent paste buffer
1743408331.022318 yylex_token: end at WS
1743408331.022321 yylex_token: -
1743408331.022325 yylex_token: end at WS
1743408331.022329 yylex_token: delete-buffer
1743408331.022333 cmd_parse_build_commands 0:0: bind
1743408331.022336 cmd_parse_build_commands 0:1: -N
1743408331.022339 cmd_parse_build_commands 0:2: Delete the most recent paste buffer
1743408331.022343 cmd_parse_build_commands 0:3: -
1743408331.022346 cmd_parse_build_commands 0:4 0:0: delete-buffer
1743408331.022354 cmd_parse_build_commands 0:0: delete-buffer
1743408331.022358 args_parse: flags end at 1 of 1
1743408331.022363 cmd_parse_build_commands: delete-buffer
1743408331.022366 args_parse_flags: next -N
1743408331.022370 args_parse_flag_argument: -N = Delete the most recent paste buffer
1743408331.022374 args_parse_flags: next -
1743408331.022377 args_parse: flags end at 3 of 5
1743408331.022380 args_parse: 3 = - (type STRING)
1743408331.022385 args_parse: 4 = delete-buffer (type COMMANDS)
1743408331.022394 cmd_parse_build_commands: bind-key -N "Delete the most recent paste buffer" - { delete-buffer }
1743408331.022399 cmdq_get_command: [bind-key/0x12be08340] group 130
1743408331.022402 cmdq_append <global>: [bind-key/0x12be08340]
1743408331.022406 yylex_token: end at WS
1743408331.022409 yylex_token: bind
1743408331.022412 yylex_token: end at WS
1743408331.022415 yylex_token: -N
1743408331.022420 yylex_token: end at WS
1743408331.022423 yylex_token: Move the current window
1743408331.022426 yylex_token: end at WS
1743408331.022430 yylex_token: .
1743408331.022433 yylex_token: end at WS
1743408331.022438 yylex_token: command-prompt
1743408331.022442 yylex_token: end at WS
1743408331.022447 yylex_token: -T
1743408331.022453 yylex_token: end at WS
1743408331.022459 yylex_token: target
1743408331.022466 yylex_token: end at WS
1743408331.022470 yylex_token: move-window
1743408331.022475 yylex_token: end at WS
1743408331.022478 yylex_token: -t
1743408331.022482 yylex_token: end at WS
1743408331.022486 yylex_token: %%
1743408331.022490 cmd_parse_build_commands 0:0: bind
1743408331.022495 cmd_parse_build_commands 0:1: -N
1743408331.022500 cmd_parse_build_commands 0:2: Move the current window
1743408331.022508 cmd_parse_build_commands 0:3: .
1743408331.022514 cmd_parse_build_commands 0:4 0:0: command-prompt
1743408331.022517 cmd_parse_build_commands 0:4 0:1: -T
1743408331.022521 cmd_parse_build_commands 0:4 0:2: target
1743408331.022525 cmd_parse_build_commands 0:4 0:3 0:0: move-window
1743408331.022528 cmd_parse_build_commands 0:4 0:3 0:1: -t
1743408331.022532 cmd_parse_build_commands 0:4 0:3 0:2: %%
1743408331.022543 cmd_parse_build_commands 0:0: command-prompt
1743408331.022547 cmd_parse_build_commands 0:1: -T
1743408331.022550 cmd_parse_build_commands 0:2: target
1743408331.022554 cmd_parse_build_commands 0:3 0:0: move-window
1743408331.022557 cmd_parse_build_commands 0:3 0:1: -t
